title,date
DPR Panggil Bos BUMN Penerima Suntikan Modal Rp 143 T,14 July 2020 20:21
"Erick Thohir Diam-diam ke KPK, Demi Jaga Rp 143 T Dana BUMN",11 July 2020 18:40
"Erick Thohir, KPK, dan Pengamanan Uang Rp 143 T",10 July 2020 08:10
"Erick Thohir Sowan ke KPK, Saham Garuda, KRAS & KAEF Melesat!",09 July 2020 19:03
"Diam-diam ke KPK, Ini Daftar BUMN yang Dikawal Erick Thohir",09 July 2020 06:33
Jreeeng... Diam-diam Erick Thohir Sambangi KPK Demi Rp 143 T,08 July 2020 17:27
"Erick Thohir ke KPK, Konsultasi Dana PEN untuk BUMN Rp 143 T",08 July 2020 15:18
"Semester I-2020, Semua Saham BUMN Merah & Ada yang Drop 52%",02 July 2020 10:14
"Jababeka Rugi, Garuda Rugi, Laba KFC Ambles di Q1",02 July 2020 08:25
"Ayo-ayo.. Dijual Nih Tol Waskita Rp 7 T, Silakan yang Minat",01 July 2020 21:05
Jadi Berapa Utang Pemerintah ke Wika & Waskita Karya?,01 July 2020 15:33
"DPR Pertanyakan 14 Proyek Fiktif Waskita, Diperiksa KPK?",01 July 2020 14:42
"Pengusaha: BUMN Mudah Dapat Triliunan, Swasta Survive Sendiri",24 June 2020 11:58
"7 BUMN Tekor Ini Disentil Sri Mulyani, 2 Mulai Cetak Laba Nih",23 June 2020 14:55
"BUMN Dapat Rp 143,6 T, Setoran Dividen Tahun Depan akan Seret",23 June 2020 10:54
"DPR Panggil Bos-bos BUMN, Bahas Dana PEN Rp143,63 Triliun",22 June 2020 16:21
"Sentimen Negatif Bertebaran, IHSG Susah Rebound",11 June 2020 12:42
"Harga 4 Saham BUMN Karya Meroket, Siapa Terbaik?",08 June 2020 12:32
"Erick Rombak Direksi BUMN Karya, Mal Siap Buka 15 Juni",08 June 2020 08:35
"Wijaya Karya RUPS Hari Ini, Erick Bakal Copot Direksi?",08 June 2020 08:25
"Erick Tunjuk Destiawan Jadi Dirut Waskita, Fadjroel Komisaris",05 June 2020 19:16
"Jadi Bos Hutama Karya, Ini Sepak Terjang Budi Harto",05 June 2020 16:30
Saham 4 BUMN Karya Terbang! Ternyata Ini Penyebabnya,05 June 2020 10:52
"Usai ADHI & PTPP, Siap-siap Erick Rombak Pengurus WSKT & WIKA",05 June 2020 07:24
"IHSG Loyo, 5 Saham BUMN LQ45 Ini Terbang Diborong Asing",04 June 2020 15:50
"Anies Longgarkan PSBB DKI, Begini Gerak IHSG di Sesi II",04 June 2020 13:00
"Rating WSKT & BNLI Dipangkas, Pengelola Mal Siap Buka Lagi",04 June 2020 08:15
"Kontrak Baru Turun, Fitch Pangkas Rating Waskita Jadi Negatif",03 June 2020 19:18
"Tak Mau Ketinggalan, Saham 'Raja' Konstruksi Ikut Melambung",02 June 2020 11:50
"Ramai, Cerita Sinarmas Asset vs Bibit hingga Bank Digital BCA",29 May 2020 08:09
"Urgent! Butuh Dana Segar, Waskita Jual 3 Ruas Tol Tahun Ini",28 May 2020 17:48
"Ditopang Asing, IHSG Sesi II Bakal Anteng di Zona Hijau",28 May 2020 13:20
"Vaksin Corona Ditemukan, Simak Saham-saham Potensial Hari Ini",20 May 2020 08:42
"Duh, Utang Luar Negeri BUMN Bengkak Akibat Infeksi Corona!",15 May 2020 16:06
"Segera Cair, BUMN Konstruksi Bakal Disuntik Rp 12,6 T",15 May 2020 12:35
"IHSG Rentan Tertekan, tapi Pasti Ada Saham 'Murah' Hari Ini",14 May 2020 08:45
"Banyak Proyek Ditunda, Emiten BUMN Karya Revisi Kontrak Baru",13 May 2020 13:57
"Arus Kas Tergerus, Sederet Emiten Ini Kena Downgrade",13 May 2020 11:29
"Di Luar PMN, 8 BUMN akan Terima Rp 26 T dari Pemerintah",13 May 2020 11:05
"Meski Mudik Dilarang, Tol Japek Selatan Disiapkan Fungsional",12 May 2020 17:27
"Penjualan Ritel Kontraksi, IHSG Masih Ngos-ngosan di Sesi II",12 May 2020 13:22
"Waspada! Sesi II IHSG Berpotensi Terkoreksi, Kenapa?",11 May 2020 12:30
"Menanti Rilis PDB, Simak Saham Pilihan Hari Ini",05 May 2020 08:57
"Ini 10 Saham LQ45 Terburuk Saat Covid-19, Ada yang Drop 72%",04 May 2020 14:55
"Begini Rapor 13 Saham BUMN di LQ45, Ada yang Melesat 24%",29 April 2020 07:32
"Performa Saham BUMN di LQ45 Saat Corona, Siapa Terbaik?",28 April 2020 15:14
"Bisnis Jalan Tol Masih Tangguh di Q1-2020, tapi Was-was di Q2",28 April 2020 10:21
Cuan di Akhir Pekan? Simak Deretan Saham Pilihan Ini,17 April 2020 08:19
"Jangan Ketinggalan, Simak Saham Pilihan Hari Ini!",15 April 2020 08:23
"Jelang Libur Paskah, Simak Dulu Saham Pilihan Hari Ini",09 April 2020 08:38
Fantastis! 5 Saham LQ45 Melesat 30% Lebih dalam Sepekan,07 April 2020 09:17
"IHSG Bisa Terbang Lagi, Simak Saham Pilihan Hari Ini",07 April 2020 08:52
"Semalam Wall Street Pesta Pora, Reli IHSG Bakal Berlanjut",07 April 2020 08:13
"Ditopang Kabar dari BI, IHSG Terus Nyaman di Zona Hijau",06 April 2020 13:59
"IHSG Masih Ragu Tentukan Arah, Simak Saham Pilihan Hari Ini",02 April 2020 08:40
"Masih Bertenaga, IHSG Sesi II Masih Kuat Lari Kencang",27 March 2020 13:29
"Bursa Saham Bearish, Erick: Belum Semua BUMN Buyback",20 March 2020 14:15
"Bank Boleh Restrukturisasi Kredit, 161 Saham Dekati ARB",20 March 2020 09:04
"Pendapatan Turun, Laba Bersih Waskita Anjlok 76% di 2019",19 March 2020 17:22
Tenang! Pemerintah Siapkan 2.000 Kamar untuk Pasien Corona,19 March 2020 15:40
Bablas! 10 Saham di LQ45 Anjlok 50% Lebih,18 March 2020 09:54
"Jangan Ketinggalan, Ini Daftar Emiten yang Lakukan Buyback",17 March 2020 09:08
"Awas Kena ARB, 170 Saham Ambles lebih dari 6% & Ada BUMN Juga",16 March 2020 14:54
"IHSG Ambles 10%, Ini 3 Saham Blue Chip Paling Buntung",14 March 2020 18:24
"Mari Tenang, Yuk Pilih Saham Rekomendasi Broker Hari Ini",13 March 2020 08:41
Area Pivot 4.994 Jadi Penentu Arah Gerak IHSG Hari Ini,13 March 2020 08:03
"IHSG Rontok, 10 Saham Ini Anjlok di Atas 10% Sehari",12 March 2020 18:22
Saham Drop 10% kok Belum Kena Auto Reject? Ini Penjelasan BEI,12 March 2020 10:12
"Ada Auto Reject Asimetris, kok 5 Saham LQ45 Drop 10% Lebih?",12 March 2020 09:55
IHSG Jebol! Saham Emiten Konstruksi Kompak Ambruk,12 March 2020 09:21
"BCA Dapat 2 Direksi Baru, Citos Mau Dijual Demi Jiwasraya",12 March 2020 08:24
"12 BUMN Diklaim Bakal Buyback Saham, BEI: Belum Ada Info!",11 March 2020 19:40
"Laba Waskita Beton Ambles 27% di 2019, Sahamnya pun Jatuh",11 March 2020 16:19
"12 BUMN Buyback, Sahamnya Ada yang Anjlok 42%",11 March 2020 13:41
"Pak Erick, 'Jamu' Buyback Kurang Ampuh buat 8 Saham BUMN",11 March 2020 13:11
"12 BUMN Siap Buyback Saham, Begini Alasan Lengkapnya",11 March 2020 12:09
IHSG Rentan! Wamen BUMN Dorong Dapen & Taspen Masuk ke Pasar,11 March 2020 10:12
"Dapat Restu Buyback, kok Banyak Saham BUMN Malah Tumbang?",11 March 2020 09:34
"Simak Gerak Saham 7 Emiten BUMN Ini, Berpotensi Buyback!",11 March 2020 07:36
"Tunggu Stimulus dari Negara Maju, Penguatan IHSG Tertahan",10 March 2020 17:03
"7 BUMN Ini Berpotensi Buyback, Bakal ke Mana Gerak Sahamnya?",10 March 2020 16:17
Joss Pak Erick! 12 Saham BUMN yang Buyback Naik 4% Lebih,10 March 2020 13:55
"12 BUMN Siap Buyback, IHSG Mulai Pede di Sesi I",10 March 2020 12:48
"12 BUMN Ini Siap Buyback Rp 8 T, Jangan Ketinggalan!",10 March 2020 10:55
"Panik Corona & Perang Minyak, 15 Saham LQ45 Drop 10%",09 March 2020 17:23
Harap Tenang! Kementerian BUMN Pertimbangkan Buyback Saham,09 March 2020 12:51
"Cuan di Awal Pekan, Simak Rekomendasi Saham Hari Ini",09 March 2020 08:29
"Astra Mau Beli Tol, hingga Bangkok Bank Incar 1 Bank RI Lagi",06 March 2020 08:24
Astra Jajaki Akuisisi 2 Ruas Tol Milik Waskita Karya,05 March 2020 15:58
"Ada Kabar Sejumlah BUMN Mau Buyback Saham, Jangan Ketinggalan",02 March 2020 10:25
"Masuk Maret, Saham Apa Saja yang Direkomendasikan Broker?",02 March 2020 08:12
"IHSG Terendah Sejak November 2018, Ini Saham Pilihan Broker",26 February 2020 08:49
"Bukan Soal Rugi, Ini Alasan Erick Panggil Direksi BUMN Karya",25 February 2020 18:33
"KRAS Bakal Jadi Holding, Jiwasraya Bakal Disuntik Rp 15 T?",25 February 2020 08:54
"Saham Waskita Terjun Bebas 6,52%, WSBP Cetak Rekor Terendah",24 February 2020 17:07
"Dirut-Komut BNI Dirombak, 5 Anak Usaha Garuda Mau Ditutup",21 February 2020 08:55
Waskita Toll Road Bakal Lepas 4 Ruas Tol Tahun Ini,20 February 2020 10:43
"Investor Borong Saham Konstruksi, Ada Apa?",19 February 2020 13:36
"Likuidasi Reksa Dana Minna Padi, Layak Ditadah karena Murah?",19 February 2020 12:09
"IHSG Menguji Level 5.900, Simak Saham Pilihan Broker Ini",19 February 2020 08:38
"Bangun Proyek Jokowi, Utang 4 BUMN Karya Tembus Rp 218,88 T",18 February 2020 19:03
"Kinerja Hutama Karya Kalahkan ADHI, WIKA & PTPP",18 February 2020 14:37
"Ramai Emco Asset Management, Simak Kinerja Reksa Dananya",18 February 2020 10:38
"IHSG Berpeluang Menguat, Apa Saja Saham Pilihan Hari Ini?",11 February 2020 08:39
Ini Sejumlah Kabar Korporasi yang Terjadi Pekan Lalu,10 February 2020 08:49
"Prospek Dipangkas, Rating Waskita Tak Lagi Digarap Pefindo",07 February 2020 14:57
"IHSG Mulai Pede, Simak Rekomendasi Saham Pilihan Ini",06 February 2020 08:53
"Sebulan IHSG Memerah, Ini 10 Saham yang Sudah Murah!",05 February 2020 07:20
"Emco Belum Kelar, OJK Kini Bidik Perusahaan MI Lainnya",05 February 2020 06:55
"Sst...Tak Hanya Emco, OJK Juga Bidik Manajer Investasi Lain",04 February 2020 17:55
"Harga Saham Anak BUMN Berguguran, Tugu Insurance Defensif",04 February 2020 12:29
"Duh! IHSG Ambles Lagi Nih, Turun Hampir 1%",30 January 2020 15:02
"Masih Dihantui Corona, Saham Apa yang Layak Pilih Hari Ini",30 January 2020 08:39
IHSG Mau Rebound nih! Cek Deretan Saham Pilihan Ini,29 January 2020 08:41
"Ramai Rilis Obligasi, 3 Saham Masuk Indeks LQ45 Terbaru",28 January 2020 08:33
"IHSG Loyo, 12 Saham Liquid Ambles ke Level Terendah 2020",28 January 2020 07:07
"Bursa Ambles, Harga Saham WSBP Cetak Rekor Terendah Sejak IPO",27 January 2020 16:49
"Skandal Jiwasraya Jadi Perhatian, Begini Kabar Terbarunya",21 January 2020 08:39
"Rupiah Menguat, Simak nih Saham-saham yang Diuntungkan",20 January 2020 11:16
"Wah, OSO Sekuritas Lepas Gadai Saham TOPS & IKAI dkk",14 January 2020 15:06
"Cuan di Awal Pekan, Ini Deretan Saham Pilihan Broker",06 January 2020 08:34
"Jelang Natal, Cekidot Saham-saham Potensi Cuan Ini",23 December 2019 08:51
"Waskita Jamin Tol Japek Aman, Berapa Kecepatan Maksimal?",20 December 2019 11:17
"Transaksi Jumbo CITA, Saham BCA Tembus Rekor Baru!",19 December 2019 07:42
Bos Waskita Toll: Investor Hanya Mau di Ruas-Ruas Tol 'Basah',18 December 2019 16:24
Jadi Kapan Waskita Toll Road Siap IPO di Bursa?,18 December 2019 14:37
"Divestasi 2 Tol & Dapat Rp 2,5 T, Waskita Cicil Utang",18 December 2019 12:38
"Sah! Waskita Jual 2 Ruas Tol Rp 2,5 T ke Investor Hong Kong",18 December 2019 10:48
"Cari Cuan Akhir Pekan, Simak Rekomendasi Saham dari Broker",13 December 2019 08:20
BUMN Ramai-ramai Rilis Global Bond di 2020,12 December 2019 15:22
"Baru Awal, Erick Rombak Pejabat di 6 BUMN & Bongkar 85 Hotel",11 December 2019 06:47
Jokowi: Proyek Infrastruktur Jangan Semuanya Diambil BUMN!,10 December 2019 17:12
"Tren Hijau IHSG Terbatas, Saham Apa yang Cuan Hari Ini?",09 December 2019 08:28
Wah! Ternyata Ada BUMN Non-Hotel yang Kelola Hingga 10 Hotel,05 December 2019 15:14
Pabrik Baja Waskita Karya Gunakan Teknologi Eropa Terbaru,04 December 2019 13:15
"Api Perang Dagang Kian Menjalar, IHSG 'Kebakaran'",04 December 2019 12:53
Likuidasi 6 Reksa Dana Minna Padi Bakal Bikin IHSG Goyang?,03 December 2019 22:08
"Kisruh Reksa Dana, Sederet Saham BUMN Diobral Asing",02 December 2019 11:34
Bangun Jalan Tol Pakai Obligasi atau RDPT? Bisa kok,29 November 2019 10:58
"Capek Dijual Asing Terus-terusan, IHSG Besok Mau Balas Dendam",27 November 2019 19:32
Ini Dia Saham Pilihan Broker,26 November 2019 08:30
"Tak Seperti Bursa Asia, No Happy Weekend Buat IHSG",22 November 2019 16:38
"Sinyal Holding BUMN Karya Batal, Saham BUMN Konstruksi Ambles",22 November 2019 11:36
"Cucu & Cicit Bejibun, Tapi Banyak Tak Dukung Bisnis Inti BUMN",22 November 2019 10:06
Ini Sederet Aksi Korporasi jadi Pertimbangan Trading Saham,22 November 2019 08:33
Duh! Erick & Basuki Rupanya Tak Setuju Holding BUMN Karya,22 November 2019 06:33
"Erick Mau Rombak Jajaran Komisaris, Saham BUMN Melempem",21 November 2019 14:48
"Menteri Basuki Ogah Teken Holding BUMN Karya, Kenapa?",21 November 2019 12:55
"Demi Proyek Tol Listrik Sumatera, Waskita Dirikan Pabrik Baja",21 November 2019 11:49
"China Pangkas Suku Bunga, Simak Saham Pilihan Hari Ini",19 November 2019 08:44
"Gagal Bayar Rp 177 M, Penjualan Reksa Dana Narada Disetop OJK",15 November 2019 15:35
"Satu Dekade jadi Pasien PPA, Nindya Karya Bakal IPO 2022",15 November 2019 12:35
"Bareksa Suspensi 2 Produk Reksa Dana Narada, Ada Apa?",15 November 2019 09:25
"Jelang Akhir Pekan, Yuk Simak Saham Pilihan Broker",15 November 2019 08:58
"Jokowi Gelar Sidang TPA, Mari Tilik Kinerja BUMN 9M-2019",12 November 2019 12:24
"IHSG Rentan Koreksi, Simak Deretan Saham Pilihan Broker Ini",12 November 2019 08:42
"Harap-harap Cemas AS-China, Yuk Pilih Saham untuk Hari Ini",11 November 2019 08:48
"Ekonomi RI Tumbuh 5,02%, Simak Saham Pilihan untuk Hari Ini",06 November 2019 08:45
"Tertekan Beban di Q3, Laba Anak Usaha Waskita Ambles 42%",05 November 2019 13:17
Malaysia Cabut dari Cipali: Ini Tol-Tol akan Jatuh ke Asing!,01 November 2019 08:04
"Kuartal III-2019, Waskita Karya Raih Kontrak Baru Rp 15,12 T",31 October 2019 14:28
Di Periode Kedua Jokowi Bakal Banyak Tol Dilepas ke Asing,30 October 2019 18:01
"Duh! Sudah Ada 2 Wamen, 12 Saham BUMN Malah Koreksi",28 October 2019 14:54
"Tersandung Dugaan Korupsi Proyek, Bagaimana Nasib Saham WSKT?",28 October 2019 12:44
"Serap Capex Rp 677 M di Q3, WSBP Bidik Kontrak Rp 10,3 T",24 October 2019 15:40
"Periode I Jokowi, Utang BUMN Meningkat Pesat Lho",17 October 2019 14:44
"Penguatan IHSG Mulai Terbatas, Simak Saham Berikut",17 October 2019 08:16
"Trump Ultimatum China, Simak Saham Pilihan Rabu Ini",16 October 2019 08:21
"Utang Luar Negeri BUMN Naik 40% Setahun, Sudah Kebablasan?",15 October 2019 16:17
"TLKM Hingga ANTM, Simak Saham Pilihan Broker",10 October 2019 07:58
"Tunda Obligasi, Bagaimana Nasib Tumpukan Utang Waskita?",08 October 2019 17:34
"Kejar Tagihan & Tunda Obligasi, Saham WSKT Jadi Incaran",08 October 2019 14:47
"Utang Menumpuk, WSKT Kejar Tagihan Rp 24 T Sampai Akhir 2019",08 October 2019 11:41
"IHSG Potensi Rebound di Akhir Pekan, Coba Cek Saham-saham Ini",04 October 2019 08:32
"Saham Infrastruktur & Properti Melesat, Sinyal Mulai Pulih?",02 October 2019 17:34
"Wah, Tol Milik Waskita Dilego ke Konglomerasi Hong Kong",01 October 2019 16:37
Basuki: Ada Kabar Bagus Soal Penjualan Tol Waskita,01 October 2019 13:49
"Emisi Obligasi Korporasi Capai Rp 87 T, Mau Nyusul Rp 22 T",27 September 2019 12:29
"Potensial, WSKT Kesemsem Proyek Kereta Cepat Jakarta-Surabaya",26 September 2019 17:52
"Utang Menumpuk, WSKT Percepat Tarik Piutang & Jual Ruas Tol",26 September 2019 15:38
"Ibu Kota Baru, Ini Deretan Proyek yang Siap Digarap Waskita",26 September 2019 12:57
"IHSG Catatkan Hat Trick Melemah Lagi, Waspada Penurunan Esok",23 September 2019 18:40
"Tak Ada Ampun, Hari Ini Asing Obral Saham Rp 290 M",23 September 2019 17:13
"Hubungan AS-China Merenggang, IHSG Ditutup Memerah",23 September 2019 16:43
"Duh! Utang BUMN Menggunung dalam 5 Tahun, Naik 10 Kali",21 September 2019 15:36
"Utang BUMN Jadi Sorotan Moody's, Begini Penjelasan Direksi",17 September 2019 13:20
"Kacau! Dalam 5 Tahun, Utang Emiten BUMN Melesat 10 Kali",17 September 2019 12:28
"Gawat! Utang BUMN Kian Bengkak, Garuda & KRAS Jadi Sorotan",17 September 2019 08:24
"Ada Sentimen Resesi, Simak Saham Pilihan Broker Berikut Ini",10 September 2019 08:51
Simak Aksi Emiten Sepanjang Perdagangan Kemarin,10 September 2019 07:14
3 Direksi Ini Boncos Saat Investasi di Saham WSBP,09 September 2019 15:37
Drama Sepekan: Merger Axiata Batal hingga Sumitomo vs OCBC,09 September 2019 08:49
"Bangun Transmisi 500 KV, Waskita Tambah Utang Rp 3,5 T",06 September 2019 18:50
"September Ceria, Simak Saham Pilihan Broker Hari Ini",02 September 2019 08:19
"Fitch: Utang BUMN Karya Terdongkrak, Perlu Pembayaran Segera",28 August 2019 19:03
"Utang BUMN Karya Menggunung, Lalu Selanjutnya Apa?",25 August 2019 15:59
"Tunggu Suku Bunga Acuan, Simak Saham Pilihan Broker Ini",22 August 2019 08:43
"Simak Kabar WSKT Divestasi Tol, Hingga Rencana Akuisisi PTPP",21 August 2019 08:33
"Indeks Masih Deg-degan, Simak Saham Pilihan Broker Hari Ini",21 August 2019 08:30
"Utang Menggunung, Waskita Siap Cari (Lagi) Mitra Strategis",20 August 2019 16:20
"Didesak Jual Aset, Waskita Siap Turunkan Rasio Utang",20 August 2019 15:22
"Tak Cuma Trans Jawa, Tol Becakayu pun Jadi Aset Reksa Dana",20 August 2019 14:25
"Utang Menggunung, Waskita Karya Harus Divestasi 5 Ruas Tol",20 August 2019 14:08
"Utang BUMN Karya Menggunung, Perlukah Jual Aset?",20 August 2019 13:31
Mau Hadir Paparan Publik Live? Catat Jadwal 8 Emiten Hari Ini,20 August 2019 06:20
"8 Emiten Babon Paparan Publik, Simak Saham Pilihan Hari Ini",19 August 2019 08:22
"Yuk Disimak, Saham Pilihan Broker Hari Ini",19 August 2019 08:21
"Potensi Net Sell Tinggi, Simak Rekomendasi Saham Hari Ini!",15 August 2019 08:56
"Tol Trans Sumatera: Beres di Aceh, Alot di Padang-Sicincin",08 August 2019 17:58
"Demi Holding jadi BUMN Karya, Ini Persiapan Hutama Karya",08 August 2019 15:25
"Saat IHSG Tak Bersahabat, Apa Saja Saham Pilihan Broker?",07 August 2019 08:28
"Banyak Proyek Infrastruktur, Tak Semua Emiten Karya Menikmati",06 August 2019 17:15
"IHSG Jatuh 2 Hari, Cuan Emiten BUMN Amblas Rp 101 T",06 August 2019 10:34
"IHSG Sepekan Naik Tipis, 2 Saham Ini Meroket!",03 August 2019 18:32
"Dikeluarkan dari LQ45, Tiga Emiten Ini Sahamnya Berguguran",26 July 2019 19:21
Streaming! Ini Strategi Waskita Toll Road Mencari Pendanaan,21 July 2019 15:15
"Tunggu Rilis Bunga Acuan BI, Ini Saham Rekomendasi Broker",18 July 2019 08:20
"Waskita akan Jual Lima Tol, Dua Ruas Tuntas Agustus",17 July 2019 15:48
"Selain BCA & BRI Rekor Lagi, Simak 4 Aksi Korporasi Emiten",16 July 2019 08:07
"Jual Ruas Tol, Waskita akan Lepas ke Investor Asing",15 July 2019 18:58
"Tol Cinere-Serpong Sempat Mangkrak, Bagaimana Progresnya?",12 July 2019 13:48
"Softex Incar Dana Rp 7 T dari Bursa, BRI & BCA Pecah Rekor",12 July 2019 08:02
"Waskita Raih Kontrak Baru Rp 7,2 T, Sahamnya Amblas",11 July 2019 10:31
"Biar Tidak Kudet, Ini Aksi Korporasi yang Patut Disimak",11 July 2019 08:51
"Duit Proyek Rp 33 T Bakal Masuk, Saham Waskita Diburu Asing",10 July 2019 15:04
Apa Benar Sektor Konstruksi Menarik di Semester 2?,08 July 2019 12:04
"Obligasi BUMN Konstruksi Tembus Rp 24 T, Siapa Paling Gede?",05 July 2019 15:04
"Mandiri Incar Bank Luar Negeri, Utang Indosat 'Numpuk'",05 July 2019 08:31
"Utang Menggunung, Waskita Karya Beri Penjelasan",04 July 2019 15:19
"Demi Infrastruktur Jokowi, Surat Utang BUMN Karya Rp 27 T",04 July 2019 13:05
Duh! Emiten Karya Butuh Ratusan Tahun Lunasi Tumpukan Utang,04 July 2019 07:54
"Utang BUMN Karya Tambah Rp 169 T, Waskita Paling Besar",03 July 2019 18:51
"Periode I Jokowi, Utang BUMN Karya Bertambah Rp 169 T Lebih",03 July 2019 13:40
"Infrastruktur Digenjot, Waskita Cs Masuk Radar Broker Asing",02 July 2019 13:14
"Listrik PJU LRT Diputus, Waskita Bantah Bertanggung Jawab",02 July 2019 11:44
"Hingga Juni, Waskita Beton Raih Kontrak Baru Rp 3,04 T",01 July 2019 09:51
"AS-China Damai, Simak Saham-saham Pilihan di Awal Juli",01 July 2019 08:59
Siap-Siap! Obligasi WSBP Mulai Ditawarkan Besok,27 June 2019 12:43
"Dari BSDE Hingga AALI, Simak Saham Rekomendasi Broker",13 June 2019 08:45
"Asing Mulai Balik Lagi, Simak Deretan Saham Pilihan Hari Ini",28 May 2019 08:59
"Hingga April, Adhi Karya Raih Kontrak Baru Rp 3,9 T",16 May 2019 09:59
Perang Dagang Dimulai! Simak Rekomendasi Saham Pilihan Broker,14 May 2019 08:24
"24 Emiten Kena Sanksi BEI, Bukit Asam Lego Saham Treasuri",10 May 2019 07:56
Waskita Karya Bagi Dividen Rp 990 M & Ganti Direktur,09 May 2019 13:54
"Selamat! Waskita Beton Layak Investasi, tapi Outlook Negatif",08 May 2019 15:21
"Hari Pertama Ramadan, Simak Rekomendasi Saham dari Broker",06 May 2019 08:30
"Tahun Pilpres, Emiten Infrastruktur Mana yang Melempem di Q1?",02 May 2019 15:22
"Sempat Terseok-Seok, IHSG Naik Tipis Penutupan Sesi I",29 April 2019 12:58
"Mari Simak, BCA Hingga Astra Direkomendasikan Broker",26 April 2019 08:23
"Utang Membengkak, Rating Waskita & Wika Berpotensi Dipangkas?",24 April 2019 15:58
"IHSG Punya Peluang Rebound, Ini Rekomendasi Sahamnya",23 April 2019 08:17
"Adhi Karya Raih Kontrak Rp 3 T di Q1, Siapa Klien Terbesar?",22 April 2019 17:44
"Dari AKRA hingga BBCA, Simak Saham Pilihan Awal Pekan Ini!",22 April 2019 08:35
"Ada Jokowi Effect, DBS Prediksi IHSG Tembus Level 6.900",20 April 2019 17:21
"Jokowi Effect, IHSG Diprediksi Senggol Level 7.100 Tahun Ini",18 April 2019 19:41
"Jokowi Menang Quick Count, Saham BUMN Konstruksi Melesat!",18 April 2019 11:07
"Jokowi Bakal 2 Periode, Asing Borong Saham Lebih Rp 1 T",18 April 2019 09:39
"Jokowi Unggul Quick Count, Saham Ini Layak Diborong",17 April 2019 18:28
"Sepekan sebelum Pemilu, Ini 5 Saham LQ45 Paling Cuan",17 April 2019 11:58
"Apapun Hasil Pilpres, Ini Sektor Saham yang Layak Dicermati",15 April 2019 17:39
"Bergerak Liar Sesi I, Begini Valuasi Saham Konstruksi",15 April 2019 13:43
"Saham-saham Emiten Konstruksi Beterbangan, Ada Apa?",15 April 2019 09:48
Ini Saham Pilihan Broker Jelang Pilpres 2019,15 April 2019 08:37
"Sandiaga Lepas Saham Saratoga, Montage Tinggalkan MAP Aktif",15 April 2019 07:45
"Utang Menggunung, Fitch Pangkas Prospek Waskita Jadi Negatif",12 April 2019 20:14
Waskita Karya Tambah Modal untuk Operator Tol Solo-Ngawi,12 April 2019 19:24
Sederet Kisruh Anies vs Pejabat soal LRT yang Bikin Banjir,11 April 2019 09:33
"Dari ADHI, BBRI Hingga MYOR, Simak Rekomendasi Saham Broker",05 April 2019 08:25
"Simak Valuasi Saham BUMN, SMBR Termahal & WSKT Termurah",04 April 2019 12:02
"Dari BBCA hingga TRAM, Simak Rekomendasi Saham Hari Ini",29 March 2019 08:27
"Isu Resesi AS Mereda, Simak Rekomendasi Saham Hari Ini",27 March 2019 08:20
"Bangun Pabrik di Kaltim, WSBP Bakal Terbitkan Obligasi Rp 2 T",15 March 2019 18:50
"Sebelum Hajar Kanan, Simak Rekomendasi Saham Hari Ini!",13 March 2019 08:44
"Dari ASII hingga ASRI, Simak Saham Pilihan Hari Ini",05 March 2019 08:27
"Awali Pekan Ini, Simak Saham Konsumer & Konstruksi",04 March 2019 08:48
"Sentimen Lapkeu Emiten, Simak Saham Pilihan Hari Ini",28 February 2019 08:25
"Kabar Emiten: AirAsia Rugi karena Avtur, Laba Astra Melejit",28 February 2019 08:07
"2018 Laba Waskita Karya Tumbuh 2,08% Jadi Rp 3,96T",27 February 2019 08:43
"Dari WIKA Hingga MYOR, Simak Rekomendasi Saham dari Broker",21 February 2019 08:41
"BBRI Hingga JSMR, Simak Rekomendasi Saham Broker Ini",15 February 2019 08:40
"Gara-gara Credit Suisse, Asing Terus Obral Saham Indonesia",14 February 2019 11:05
"Rumah Dirut Digeledah KPK, Jasa Marga Mengaku Tidak Terkait",13 February 2019 16:33
"Ada Kasus Korupsi, Saham Jasa Marga & Waskita Karya Merosot",13 February 2019 10:10
"Target Laba RALS sampai Nasib BWPT, Cermati Kabar Emiten Ini",13 February 2019 08:11
"Terseret Kasus WSKT, Rumah Dirut Jasa Marga Digeledah KPK",12 February 2019 22:00
"Urunan Rp 63 M, Anak BUMN Kelola Rest Area Tol Trans Jawa",12 February 2019 12:18
"IHSG Keluar dari 6.500, Mari Simak Rekomendasi Saham Hari Ini",12 February 2019 08:31
BUMN Karya Ini Terbitkan Sukuk Perdana Rp 150 M,11 February 2019 18:39
"Optimistis 2019, Waskita Beton Bidik Kontrak Baru Rp 10,39 T",07 February 2019 09:11
"Jelang Imlek, Simak Rekomendasi Saham Broker Hari Ini",04 February 2019 08:30
"Susul WSKT & ADHI, Jasa Marga Gabung Holding Infrastruktur",01 February 2019 18:43
"Terinspirasi LRT Palembang, Waskita Bidik Proyek di Filipina",01 February 2019 13:55
Tol Cimanggis-Cibitung Seksi I Beroperasi Triwulan I 2019,01 February 2019 13:38
"Lepas Persero, WSKT Resmi Jadi Anak Usaha Hutama Karya",01 February 2019 11:28
Belanja Saham Apa Hari Ini? Simak Saham Pilihan Ini,01 February 2019 08:42
"Holding Infrastruktur: WSKT, ADHI, & JSMR Siap Ganti Status",01 February 2019 08:10
Besok Adhi Karya Resmi Masuk Holding Infrastruktur,31 January 2019 11:27
